name,acousticness,analysis_url,artist,danceability,duration_ms,energy,genre_1,genre_10,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,id,instrumentalness,key,liveness,loudness,mode,n_genres,popularity,speechiness,tempo,time_signature,track_href,type,uri,valence
I Guess I Just Feel Like,0.615,https://api.spotify.com/v1/audio-analysis/1HNywa8Bk0TmzRwQrzhtPo,John Mayer,0.556,285480,0.528,neo mellow,,pop,pop rock,singer-songwriter,,,,,,1HNywa8Bk0TmzRwQrzhtPo,0.0964,4,0.122,-8.033,1,4,78,0.0266,159.821,4,https://api.spotify.com/v1/tracks/1HNywa8Bk0TmzRwQrzhtPo,audio_features,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,0.163
Ties,0.208,https://api.spotify.com/v1/audio-analysis/4KDKoOYAnLnR7Tek17eD02,Years & Years,0.536,226800,0.732,dance pop,,gauze pop,pop,tropical house,uk pop,,,,,4KDKoOYAnLnR7Tek17eD02,2.18e-06,1,0.0988,-5.394,0,5,47,0.0391,167.972,4,https://api.spotify.com/v1/tracks/4KDKoOYAnLnR7Tek17eD02,audio_features,spotify:track:4KDKoOYAnLnR7Tek17eD02,0.673
Wonder of the World,0.393,https://api.spotify.com/v1/audio-analysis/3GwFcIhxzG886lAqRaIWDL,Scouting For Girls,0.665,215173,0.717,neo mellow,,pop,,,,,,,,3GwFcIhxzG886lAqRaIWDL,0.0,2,0.214,-4.554,1,2,48,0.0367,114.001,4,https://api.spotify.com/v1/tracks/3GwFcIhxzG886lAqRaIWDL,audio_features,spotify:track:3GwFcIhxzG886lAqRaIWDL,0.783
Quarter Past Midnight,0.275,https://api.spotify.com/v1/audio-analysis/1etiUDkISHELzQGMY79ryt,Bastille,0.504,201799,0.821,metropopolis,,modern rock,pop,,,,,,,1etiUDkISHELzQGMY79ryt,0.0,8,0.0418,-3.356,1,3,72,0.0598,155.131,4,https://api.spotify.com/v1/tracks/1etiUDkISHELzQGMY79ryt,audio_features,spotify:track:1etiUDkISHELzQGMY79ryt,0.458
Grow Old with Me,0.799,https://api.spotify.com/v1/audio-analysis/6xjxMWGsprmtUVMDaMhgH0,Tom Odell,0.504,182720,0.592,indie folk,,neo mellow,pop,,,,,,,6xjxMWGsprmtUVMDaMhgH0,2.07e-06,7,0.174,-8.397,1,3,59,0.0301,146.182,4,https://api.spotify.com/v1/tracks/6xjxMWGsprmtUVMDaMhgH0,audio_features,spotify:track:6xjxMWGsprmtUVMDaMhgH0,0.39
Classy Girls,0.661,https://api.spotify.com/v1/audio-analysis/3ZzlzIJ5iH3WXCP6bX8Vp5,The Lumineers,0.72,165933,0.802,folk-pop,,indie folk,indie pop,modern rock,stomp and holler,,,,,3ZzlzIJ5iH3WXCP6bX8Vp5,7.9e-06,5,0.348,-7.507,1,5,50,0.0342,121.011,4,https://api.spotify.com/v1/tracks/3ZzlzIJ5iH3WXCP6bX8Vp5,audio_features,spotify:track:3ZzlzIJ5iH3WXCP6bX8Vp5,0.497
Paula,0.211,https://api.spotify.com/v1/audio-analysis/7hWwwpZjCEOEvyxT5aZ5Xm,Zoé,0.481,260160,0.519,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,7hWwwpZjCEOEvyxT5aZ5Xm,8.5e-06,7,0.114,-6.704,1,4,57,0.0264,79.006,4,https://api.spotify.com/v1/tracks/7hWwwpZjCEOEvyxT5aZ5Xm,audio_features,spotify:track:7hWwwpZjCEOEvyxT5aZ5Xm,0.254
Perfect Symmetry,0.0209,https://api.spotify.com/v1/audio-analysis/36DrLw8kpZY9QJIxutgfRy,Keane,0.516,312093,0.889,neo mellow,,piano rock,pop rock,rock,,,,,,36DrLw8kpZY9QJIxutgfRy,0.0,0,0.0789,-4.237,0,4,49,0.0386,115.037,4,https://api.spotify.com/v1/tracks/36DrLw8kpZY9QJIxutgfRy,audio_features,spotify:track:36DrLw8kpZY9QJIxutgfRy,0.453
How to Save a Life,0.269,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,The Fray,0.64,262533,0.743,ambient worship,,modern rock,neo mellow,piano rock,pop,pop rock,,,,5fVZC9GiM4e8vu99W0Xf6J,0.0,10,0.101,-4.08,1,6,80,0.0379,122.035,4,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,audio_features,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.361
Holding On For Life,0.068,https://api.spotify.com/v1/audio-analysis/0ADbpLjI7jngmuTyhdwl8D,Ellie Goulding,0.573,255231,0.737,dance pop,,electropop,metropopolis,pop,post-teen pop,tropical house,,,,0ADbpLjI7jngmuTyhdwl8D,0.0,9,0.142,-5.39,1,6,44,0.0439,113.9,4,https://api.spotify.com/v1/tracks/0ADbpLjI7jngmuTyhdwl8D,audio_features,spotify:track:0ADbpLjI7jngmuTyhdwl8D,0.436
I'm With You,0.805,https://api.spotify.com/v1/audio-analysis/6Qwuw0eOeszVlewLpu24gR,Vance Joy,0.657,239787,0.396,indie folk,,modern rock,neo mellow,pop,,,,,,6Qwuw0eOeszVlewLpu24gR,1.58e-06,7,0.103,-9.255,1,4,64,0.0293,110.003,3,https://api.spotify.com/v1/tracks/6Qwuw0eOeszVlewLpu24gR,audio_features,spotify:track:6Qwuw0eOeszVlewLpu24gR,0.115
Way Back When,0.348,https://api.spotify.com/v1/audio-analysis/2CShsvjPh2fbr6VAKLWKQt,Kodaline,0.632,204280,0.643,irish pop,,pop,,,,,,,,2CShsvjPh2fbr6VAKLWKQt,0.000146,9,0.335,-6.512,1,2,49,0.0328,110.046,4,https://api.spotify.com/v1/tracks/2CShsvjPh2fbr6VAKLWKQt,audio_features,spotify:track:2CShsvjPh2fbr6VAKLWKQt,0.51
Roll it on Home,0.624,https://api.spotify.com/v1/audio-analysis/0Zrug5Ry3x6x60lohpEU0C,John Mayer,0.611,202813,0.696,neo mellow,,pop,pop rock,singer-songwriter,,,,,,0Zrug5Ry3x6x60lohpEU0C,0.014,2,0.124,-6.737,1,4,60,0.0302,154.954,4,https://api.spotify.com/v1/tracks/0Zrug5Ry3x6x60lohpEU0C,audio_features,spotify:track:0Zrug5Ry3x6x60lohpEU0C,0.706
Chasing The Sun,0.242,https://api.spotify.com/v1/audio-analysis/4b4c0oH7PtrPsI86drzgFs,The Wanted,0.636,198800,0.732,boy band,,dance pop,pop,post-teen pop,viral pop,,,,,4b4c0oH7PtrPsI86drzgFs,0.0,7,0.498,-6.209,0,5,60,0.0962,128.11,4,https://api.spotify.com/v1/tracks/4b4c0oH7PtrPsI86drzgFs,audio_features,spotify:track:4b4c0oH7PtrPsI86drzgFs,0.679
Saturday Sun,0.484,https://api.spotify.com/v1/audio-analysis/2RiBogNRfulkNf7fVbPOrJ,Vance Joy,0.637,214720,0.864,indie folk,,modern rock,neo mellow,pop,,,,,,2RiBogNRfulkNf7fVbPOrJ,0.0,8,0.222,-4.381,1,4,71,0.0468,99.995,4,https://api.spotify.com/v1/tracks/2RiBogNRfulkNf7fVbPOrJ,audio_features,spotify:track:2RiBogNRfulkNf7fVbPOrJ,0.706
Cry,0.464,https://api.spotify.com/v1/audio-analysis/7AKgxiLhthTcCq1wEtKlGB,James Blunt,0.499,246413,0.583,neo mellow,,pop,pop rock,,,,,,,7AKgxiLhthTcCq1wEtKlGB,0.00747,7,0.0971,-9.191,1,3,47,0.0322,151.999,4,https://api.spotify.com/v1/tracks/7AKgxiLhthTcCq1wEtKlGB,audio_features,spotify:track:7AKgxiLhthTcCq1wEtKlGB,0.194
Sugarcoat,0.422,https://api.spotify.com/v1/audio-analysis/2UOytD96KzsV0PyDI9uPTu,George Ezra,0.706,202126,0.653,neo-singer-songwriter,,pop,,,,,,,,2UOytD96KzsV0PyDI9uPTu,0.0,5,0.12,-6.745,1,2,59,0.0368,123.954,4,https://api.spotify.com/v1/tracks/2UOytD96KzsV0PyDI9uPTu,audio_features,spotify:track:2UOytD96KzsV0PyDI9uPTu,0.368
Sunshine,0.437,https://api.spotify.com/v1/audio-analysis/1YgaIKDgm7IQpq9MVAmExQ,Keane,0.587,252067,0.745,neo mellow,,piano rock,pop rock,rock,,,,,,1YgaIKDgm7IQpq9MVAmExQ,0.00161,2,0.0997,-6.399,1,4,42,0.0256,100.002,4,https://api.spotify.com/v1/tracks/1YgaIKDgm7IQpq9MVAmExQ,audio_features,spotify:track:1YgaIKDgm7IQpq9MVAmExQ,0.0824
Cámara Lenta - Live 8.11.14,0.0918,https://api.spotify.com/v1/audio-analysis/1vrK1A6QFc0R0Qi0G7K4at,Zoé,0.495,385813,0.937,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,1vrK1A6QFc0R0Qi0G7K4at,0.936,11,0.973,-6.09,0,4,49,0.0405,149.941,4,https://api.spotify.com/v1/tracks/1vrK1A6QFc0R0Qi0G7K4at,audio_features,spotify:track:1vrK1A6QFc0R0Qi0G7K4at,0.474
Give Me Strength,0.628,https://api.spotify.com/v1/audio-analysis/2d0N8j1eIQiUMOEg0qyFym,Snow Patrol,0.531,202880,0.512,irish rock,,modern rock,neo mellow,permanent wave,pop,pop rock,rock,,,2d0N8j1eIQiUMOEg0qyFym,0.0,11,0.132,-5.976,1,7,40,0.0273,146.98,4,https://api.spotify.com/v1/tracks/2d0N8j1eIQiUMOEg0qyFym,audio_features,spotify:track:2d0N8j1eIQiUMOEg0qyFym,0.331
Drunk On Love,0.294,https://api.spotify.com/v1/audio-analysis/1xMto0AWRx1pKAluREepUd,The Wanted,0.641,203284,0.912,boy band,,dance pop,pop,post-teen pop,viral pop,,,,,1xMto0AWRx1pKAluREepUd,0.0,11,0.327,-3.977,1,5,34,0.088,128.088,4,https://api.spotify.com/v1/tracks/1xMto0AWRx1pKAluREepUd,audio_features,spotify:track:1xMto0AWRx1pKAluREepUd,0.458
Used to Do,0.399,https://api.spotify.com/v1/audio-analysis/6Eql96nQozq1U4THUHcXJL,Gabrielle Aplin,0.581,220493,0.87,acoustic pop,viral pop,dance pop,folk-pop,indie anthem-folk,indie folk,neo mellow,neo-singer-songwriter,pop,uk pop,6Eql96nQozq1U4THUHcXJL,7.67e-05,11,0.0958,-6.289,0,10,34,0.0383,108.041,4,https://api.spotify.com/v1/tracks/6Eql96nQozq1U4THUHcXJL,audio_features,spotify:track:6Eql96nQozq1U4THUHcXJL,0.216
Fire and the Flood,0.0242,https://api.spotify.com/v1/audio-analysis/6liNJDyWJjyHAgDnAX95bw,Vance Joy,0.596,249382,0.827,indie folk,,modern rock,neo mellow,pop,,,,,,6liNJDyWJjyHAgDnAX95bw,0.0,5,0.0958,-4.402,1,4,66,0.0372,115.034,4,https://api.spotify.com/v1/tracks/6liNJDyWJjyHAgDnAX95bw,audio_features,spotify:track:6liNJDyWJjyHAgDnAX95bw,0.329
To Her Door,0.509,https://api.spotify.com/v1/audio-analysis/7ANLSspJ7kodpm5fuJyyzx,Empire of the Sun,0.481,235208,0.712,alternative dance,pop,australian dance,australian electropop,dance-punk,indie pop,indietronica,modern rock,neo-synthpop,new rave,7ANLSspJ7kodpm5fuJyyzx,0.00689,8,0.14,-5.657,1,10,33,0.0354,100.039,4,https://api.spotify.com/v1/tracks/7ANLSspJ7kodpm5fuJyyzx,audio_features,spotify:track:7ANLSspJ7kodpm5fuJyyzx,0.14
Numb,0.64,https://api.spotify.com/v1/audio-analysis/1hw0MiJ3awfw1tGxFO9F5Y,Benjamin Francis Leftwich,0.574,200395,0.507,chamber pop,,folk-pop,indie anthem-folk,indie folk,neo mellow,stomp and holler,,,,1hw0MiJ3awfw1tGxFO9F5Y,0.0593,6,0.135,-9.89,0,6,41,0.0415,117.001,4,https://api.spotify.com/v1/tracks/1hw0MiJ3awfw1tGxFO9F5Y,audio_features,spotify:track:1hw0MiJ3awfw1tGxFO9F5Y,0.577
Pompeii,0.0755,https://api.spotify.com/v1/audio-analysis/6fNhZRFEkBfgW39W3wKARJ,Bastille,0.679,214148,0.715,metropopolis,,modern rock,pop,,,,,,,6fNhZRFEkBfgW39W3wKARJ,0.0,9,0.271,-6.383,1,3,71,0.0407,127.435,4,https://api.spotify.com/v1/tracks/6fNhZRFEkBfgW39W3wKARJ,audio_features,spotify:track:6fNhZRFEkBfgW39W3wKARJ,0.571
Souvenir,0.679,https://api.spotify.com/v1/audio-analysis/68UIOPderAlQy5eb7K4iUO,León Larregui,0.594,239120,0.578,latin alternative,,latin rock,rock en espanol,,,,,,,68UIOPderAlQy5eb7K4iUO,0.123,4,0.105,-10.676,0,3,62,0.034,77.481,4,https://api.spotify.com/v1/tracks/68UIOPderAlQy5eb7K4iUO,audio_features,spotify:track:68UIOPderAlQy5eb7K4iUO,0.536
In Your Own Time,0.0961,https://api.spotify.com/v1/audio-analysis/6dksuIyuNHcFVcx9ixCMbq,Keane,0.507,223800,0.748,neo mellow,,piano rock,pop rock,rock,,,,,,6dksuIyuNHcFVcx9ixCMbq,0.0,8,0.0795,-6.343,1,4,41,0.0362,123.92,4,https://api.spotify.com/v1/tracks/6dksuIyuNHcFVcx9ixCMbq,audio_features,spotify:track:6dksuIyuNHcFVcx9ixCMbq,0.215
First Crush,0.408,https://api.spotify.com/v1/audio-analysis/6Ynd7d6PSISoPagxpC8xmf,Empire of the Sun,0.621,250587,0.683,alternative dance,pop,australian dance,australian electropop,dance-punk,indie pop,indietronica,modern rock,neo-synthpop,new rave,6Ynd7d6PSISoPagxpC8xmf,0.0167,6,0.0714,-6.709,1,10,35,0.0367,120.032,4,https://api.spotify.com/v1/tracks/6Ynd7d6PSISoPagxpC8xmf,audio_features,spotify:track:6Ynd7d6PSISoPagxpC8xmf,0.538
Take Your Time,0.4,https://api.spotify.com/v1/audio-analysis/0fqjy5gVNVmQQmxOLLfb3c,Vance Joy,0.638,217173,0.687,indie folk,,modern rock,neo mellow,pop,,,,,,0fqjy5gVNVmQQmxOLLfb3c,0.000114,7,0.166,-6.556,1,4,60,0.0351,114.98,4,https://api.spotify.com/v1/tracks/0fqjy5gVNVmQQmxOLLfb3c,audio_features,spotify:track:0fqjy5gVNVmQQmxOLLfb3c,0.323
Flaws,0.405,https://api.spotify.com/v1/audio-analysis/0aUr2ZD1NEGaPA4lbGxI2I,Bastille,0.57,218800,0.657,metropopolis,,modern rock,pop,,,,,,,0aUr2ZD1NEGaPA4lbGxI2I,1.86e-06,8,0.0723,-6.987,1,3,50,0.0356,144.247,4,https://api.spotify.com/v1/tracks/0aUr2ZD1NEGaPA4lbGxI2I,audio_features,spotify:track:0aUr2ZD1NEGaPA4lbGxI2I,0.41
Silenced By The Night,0.00188,https://api.spotify.com/v1/audio-analysis/0BhGZmaQ1SET53qGkGvwxD,Keane,0.515,196467,0.809,neo mellow,,piano rock,pop rock,rock,,,,,,0BhGZmaQ1SET53qGkGvwxD,9.86e-06,1,0.0983,-5.051,1,4,55,0.0288,111.985,4,https://api.spotify.com/v1/tracks/0BhGZmaQ1SET53qGkGvwxD,audio_features,spotify:track:0BhGZmaQ1SET53qGkGvwxD,0.237
Starry Eyed,0.135,https://api.spotify.com/v1/audio-analysis/14OF4JQOIm4hb0GfG5nfyF,Ellie Goulding,0.504,176613,0.814,dance pop,,electropop,metropopolis,pop,post-teen pop,tropical house,,,,14OF4JQOIm4hb0GfG5nfyF,1.42e-05,5,0.324,-5.346,0,6,58,0.0389,149.967,4,https://api.spotify.com/v1/tracks/14OF4JQOIm4hb0GfG5nfyF,audio_features,spotify:track:14OF4JQOIm4hb0GfG5nfyF,0.596
We Are The People,0.0981,https://api.spotify.com/v1/audio-analysis/57RHMnLMQx8Qz5V6c0E8dF,Empire of the Sun,0.666,267355,0.785,alternative dance,pop,australian dance,australian electropop,dance-punk,indie pop,indietronica,modern rock,neo-synthpop,new rave,57RHMnLMQx8Qz5V6c0E8dF,0.0198,4,0.434,-5.37,0,10,62,0.0308,122.973,4,https://api.spotify.com/v1/tracks/57RHMnLMQx8Qz5V6c0E8dF,audio_features,spotify:track:57RHMnLMQx8Qz5V6c0E8dF,0.549
The Lovers Are Losing,0.00501,https://api.spotify.com/v1/audio-analysis/4VBmMhjrJ1Bu7ebnl0Gbmj,Keane,0.517,304440,0.875,neo mellow,,piano rock,pop rock,rock,,,,,,4VBmMhjrJ1Bu7ebnl0Gbmj,0.0133,1,0.17,-3.143,1,4,45,0.0315,117.003,4,https://api.spotify.com/v1/tracks/4VBmMhjrJ1Bu7ebnl0Gbmj,audio_features,spotify:track:4VBmMhjrJ1Bu7ebnl0Gbmj,0.568
All Time Low,0.34,https://api.spotify.com/v1/audio-analysis/30R45HO2rhR8YgFbe0fKBc,The Wanted,0.687,205200,0.619,boy band,,dance pop,pop,post-teen pop,viral pop,,,,,30R45HO2rhR8YgFbe0fKBc,0.0,8,0.0723,-4.876,0,5,51,0.0567,134.035,4,https://api.spotify.com/v1/tracks/30R45HO2rhR8YgFbe0fKBc,audio_features,spotify:track:30R45HO2rhR8YgFbe0fKBc,0.753
Leaving It Up to You,0.576,https://api.spotify.com/v1/audio-analysis/148iKYznRW7IcRbSWJm8ZK,George Ezra,0.62,216440,0.492,neo-singer-songwriter,,pop,,,,,,,,148iKYznRW7IcRbSWJm8ZK,0.0,4,0.0978,-9.072,0,2,62,0.0359,90.035,4,https://api.spotify.com/v1/tracks/148iKYznRW7IcRbSWJm8ZK,audio_features,spotify:track:148iKYznRW7IcRbSWJm8ZK,0.389
Bedshaped,0.633,https://api.spotify.com/v1/audio-analysis/17xGX76BVzLRSbpYteAGR4,Keane,0.501,278000,0.407,neo mellow,,piano rock,pop rock,rock,,,,,,17xGX76BVzLRSbpYteAGR4,0.000198,4,0.0918,-6.947,1,4,57,0.0301,74.937,4,https://api.spotify.com/v1/tracks/17xGX76BVzLRSbpYteAGR4,audio_features,spotify:track:17xGX76BVzLRSbpYteAGR4,0.0922
Eyes Shut,0.54,https://api.spotify.com/v1/audio-analysis/518zXKRiPKL5RhMddyXkBB,Years & Years,0.593,198227,0.671,dance pop,,gauze pop,pop,tropical house,uk pop,,,,,518zXKRiPKL5RhMddyXkBB,0.0,0,0.123,-6.956,1,5,62,0.0409,97.935,4,https://api.spotify.com/v1/tracks/518zXKRiPKL5RhMddyXkBB,audio_features,spotify:track:518zXKRiPKL5RhMddyXkBB,0.195
Apologize,0.327,https://api.spotify.com/v1/audio-analysis/428lSKYV9R5f5d4XGOeniY,OneRepublic,0.593,208107,0.75,dance pop,,neo mellow,piano rock,pop,pop rap,pop rock,post-teen pop,,,428lSKYV9R5f5d4XGOeniY,3.32e-05,8,0.101,-5.993,1,7,74,0.0337,118.005,4,https://api.spotify.com/v1/tracks/428lSKYV9R5f5d4XGOeniY,audio_features,spotify:track:428lSKYV9R5f5d4XGOeniY,0.45
The Draw,0.606,https://api.spotify.com/v1/audio-analysis/4n2FG7dvDBVMKtHlOm5Rim,Bastille,0.52,194506,0.565,metropopolis,,modern rock,pop,,,,,,,4n2FG7dvDBVMKtHlOm5Rim,0.0101,11,0.203,-7.439,0,3,51,0.0454,79.094,4,https://api.spotify.com/v1/tracks/4n2FG7dvDBVMKtHlOm5Rim,audio_features,spotify:track:4n2FG7dvDBVMKtHlOm5Rim,0.422
Letting You Go,0.342,https://api.spotify.com/v1/audio-analysis/5Co1LV1AEBqm9G4k68ZxUD,Gabrielle Aplin,0.667,189387,0.621,acoustic pop,viral pop,dance pop,folk-pop,indie anthem-folk,indie folk,neo mellow,neo-singer-songwriter,pop,uk pop,5Co1LV1AEBqm9G4k68ZxUD,0.0,2,0.116,-8.032,1,10,41,0.0712,122.017,4,https://api.spotify.com/v1/tracks/5Co1LV1AEBqm9G4k68ZxUD,audio_features,spotify:track:5Co1LV1AEBqm9G4k68ZxUD,0.288
Keystone,0.57,https://api.spotify.com/v1/audio-analysis/49Wf0ZKHdj2uZ93dWDb7Uw,Empire of the Sun,0.64,151267,0.812,alternative dance,pop,australian dance,australian electropop,dance-punk,indie pop,indietronica,modern rock,neo-synthpop,new rave,49Wf0ZKHdj2uZ93dWDb7Uw,4.83e-05,7,0.0476,-3.464,0,10,33,0.0552,120.011,4,https://api.spotify.com/v1/tracks/49Wf0ZKHdj2uZ93dWDb7Uw,audio_features,spotify:track:49Wf0ZKHdj2uZ93dWDb7Uw,0.695
Border,0.0119,https://api.spotify.com/v1/audio-analysis/2BzD7sIQl42p4wdpxiLnwY,Years & Years,0.585,262547,0.745,dance pop,,gauze pop,pop,tropical house,uk pop,,,,,2BzD7sIQl42p4wdpxiLnwY,2.5e-06,0,0.136,-6.169,1,5,43,0.0517,160.057,4,https://api.spotify.com/v1/tracks/2BzD7sIQl42p4wdpxiLnwY,audio_features,spotify:track:2BzD7sIQl42p4wdpxiLnwY,0.35
Traps,0.154,https://api.spotify.com/v1/audio-analysis/1smxennUppq1AmAmiKXAp5,Years & Years,0.612,215714,0.753,dance pop,,gauze pop,pop,tropical house,uk pop,,,,,1smxennUppq1AmAmiKXAp5,2.41e-06,11,0.124,-7.018,1,5,42,0.0323,125.993,4,https://api.spotify.com/v1/tracks/1smxennUppq1AmAmiKXAp5,audio_features,spotify:track:1smxennUppq1AmAmiKXAp5,0.412
bad_news (Bastille Vs. MNEK),0.243,https://api.spotify.com/v1/audio-analysis/0dduFugL8TwB6Rsw52xysY,Bastille,0.527,287316,0.827,metropopolis,,modern rock,pop,,,,,,,0dduFugL8TwB6Rsw52xysY,0.0065,9,0.644,-5.137,0,3,48,0.102,82.554,4,https://api.spotify.com/v1/tracks/0dduFugL8TwB6Rsw52xysY,audio_features,spotify:track:0dduFugL8TwB6Rsw52xysY,0.402
Mess Is Mine,0.047,https://api.spotify.com/v1/audio-analysis/29jtZGdgpE2lWm2mkIt6HS,Vance Joy,0.595,223640,0.723,indie folk,,modern rock,neo mellow,pop,,,,,,29jtZGdgpE2lWm2mkIt6HS,0.0286,7,0.0995,-8.256,1,4,69,0.0349,108.043,1,https://api.spotify.com/v1/tracks/29jtZGdgpE2lWm2mkIt6HS,audio_features,spotify:track:29jtZGdgpE2lWm2mkIt6HS,0.272
Untitled 1,0.015,https://api.spotify.com/v1/audio-analysis/2lYntZF7Bb4p7JhxhWObUf,Keane,0.581,336320,0.783,neo mellow,,piano rock,pop rock,rock,,,,,,2lYntZF7Bb4p7JhxhWObUf,0.775,9,0.0638,-7.231,0,4,39,0.0281,103.968,4,https://api.spotify.com/v1/tracks/2lYntZF7Bb4p7JhxhWObUf,audio_features,spotify:track:2lYntZF7Bb4p7JhxhWObUf,0.633
Seasons Run,0.418,https://api.spotify.com/v1/audio-analysis/2hYwDaO91sbawS7qmrfI52,The xx,0.57,260292,0.668,downtempo,,dream pop,indie rock,indietronica,pop,,,,,2hYwDaO91sbawS7qmrfI52,0.0138,11,0.195,-7.212,1,5,53,0.0293,107.012,4,https://api.spotify.com/v1/tracks/2hYwDaO91sbawS7qmrfI52,audio_features,spotify:track:2hYwDaO91sbawS7qmrfI52,0.317
Worship,0.0684,https://api.spotify.com/v1/audio-analysis/4tbjcmm9QkFQqRB3nxk4cV,Years & Years,0.673,221813,0.805,dance pop,,gauze pop,pop,tropical house,uk pop,,,,,4tbjcmm9QkFQqRB3nxk4cV,0.0,4,0.0855,-4.543,0,5,50,0.0395,117.982,4,https://api.spotify.com/v1/tracks/4tbjcmm9QkFQqRB3nxk4cV,audio_features,spotify:track:4tbjcmm9QkFQqRB3nxk4cV,0.6
Destinations,0.774,https://api.spotify.com/v1/audio-analysis/53ccDZYdOil1QZ85rcrJvo,Alesso,0.614,329413,0.601,big room,,dance pop,edm,electro house,pop,progressive electro house,tropical house,,,53ccDZYdOil1QZ85rcrJvo,0.841,2,0.117,-6.392,1,7,45,0.0386,122.999,4,https://api.spotify.com/v1/tracks/53ccDZYdOil1QZ85rcrJvo,audio_features,spotify:track:53ccDZYdOil1QZ85rcrJvo,0.514
Good Life,0.0929,https://api.spotify.com/v1/audio-analysis/6OtCIsQZ64Vs1EbzztvAv4,OneRepublic,0.636,253307,0.699,dance pop,,neo mellow,piano rock,pop,pop rap,pop rock,post-teen pop,,,6OtCIsQZ64Vs1EbzztvAv4,0.0,6,0.115,-7.687,1,7,69,0.0551,94.966,4,https://api.spotify.com/v1/tracks/6OtCIsQZ64Vs1EbzztvAv4,audio_features,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,0.637
"Tear Up This Town - Orchestral Version / From ""A Monster Calls"" Original Motion Picture Soundtrack",0.391,https://api.spotify.com/v1/audio-analysis/5YgSOlHwnhGJx6Mxh63ABH,Keane,0.524,187120,0.626,neo mellow,,piano rock,pop rock,rock,,,,,,5YgSOlHwnhGJx6Mxh63ABH,2.23e-06,8,0.102,-8.952,1,4,47,0.0349,141.9,4,https://api.spotify.com/v1/tracks/5YgSOlHwnhGJx6Mxh63ABH,audio_features,spotify:track:5YgSOlHwnhGJx6Mxh63ABH,0.446
Decks Dark,0.668,https://api.spotify.com/v1/audio-analysis/5rIhBK9aaVMck0W2YtOwci,Radiohead,0.56,281011,0.5,alternative rock,,art rock,melancholia,modern rock,oxford indie,permanent wave,rock,,,5rIhBK9aaVMck0W2YtOwci,0.833,2,0.117,-10.829,0,7,58,0.0272,139.174,4,https://api.spotify.com/v1/tracks/5rIhBK9aaVMck0W2YtOwci,audio_features,spotify:track:5rIhBK9aaVMck0W2YtOwci,0.249
Out On My Own,0.527,https://api.spotify.com/v1/audio-analysis/3lkqUJmKkGRzisin6i9wPA,Gabrielle Aplin,0.556,246021,0.439,acoustic pop,viral pop,dance pop,folk-pop,indie anthem-folk,indie folk,neo mellow,neo-singer-songwriter,pop,uk pop,3lkqUJmKkGRzisin6i9wPA,2.74e-05,1,0.189,-10.694,0,10,34,0.0401,128.844,4,https://api.spotify.com/v1/tracks/3lkqUJmKkGRzisin6i9wPA,audio_features,spotify:track:3lkqUJmKkGRzisin6i9wPA,0.173
NbHD,0.00142,https://api.spotify.com/v1/audio-analysis/6zsFCfP4TK2J48tMYjb668,OneRepublic,0.544,224133,0.807,dance pop,,neo mellow,piano rock,pop,pop rap,pop rock,post-teen pop,,,6zsFCfP4TK2J48tMYjb668,3.71e-06,1,0.647,-5.371,0,7,49,0.0446,96.996,4,https://api.spotify.com/v1/tracks/6zsFCfP4TK2J48tMYjb668,audio_features,spotify:track:6zsFCfP4TK2J48tMYjb668,0.372
Pérdida Total,0.482,https://api.spotify.com/v1/audio-analysis/1NkbZ5PLDZ683uXCjtbcAc,León Larregui,0.523,227627,0.582,latin alternative,,latin rock,rock en espanol,,,,,,,1NkbZ5PLDZ683uXCjtbcAc,0.443,7,0.694,-9.653,1,3,46,0.0622,143.766,4,https://api.spotify.com/v1/tracks/1NkbZ5PLDZ683uXCjtbcAc,audio_features,spotify:track:1NkbZ5PLDZ683uXCjtbcAc,0.453
Snowed Under,0.00874,https://api.spotify.com/v1/audio-analysis/3yWmAwFNCrpdvc8nLeUimc,Keane,0.565,228827,0.715,neo mellow,,piano rock,pop rock,rock,,,,,,3yWmAwFNCrpdvc8nLeUimc,0.000714,5,0.0836,-6.717,1,4,46,0.026,130.028,4,https://api.spotify.com/v1/tracks/3yWmAwFNCrpdvc8nLeUimc,audio_features,spotify:track:3yWmAwFNCrpdvc8nLeUimc,0.326
Box Of Stones,0.64,https://api.spotify.com/v1/audio-analysis/0gYC5gGV1q2QAGd4wKk26Q,Benjamin Francis Leftwich,0.554,164040,0.48,chamber pop,,folk-pop,indie anthem-folk,indie folk,neo mellow,stomp and holler,,,,0gYC5gGV1q2QAGd4wKk26Q,0.000911,6,0.122,-8.141,1,6,36,0.0301,132.064,4,https://api.spotify.com/v1/tracks/0gYC5gGV1q2QAGd4wKk26Q,audio_features,spotify:track:0gYC5gGV1q2QAGd4wKk26Q,0.425
